,date,type,registration,operator,fat.,location,Unnamed: 6,pic,cat,url
171,11-NOV-2011,Cessna S550 Citation S/II,N600KM,Kreuter Engineering,0,Warroad Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20111111-0
172,21-NOV-2011,Cessna 208B Grand Caravan,9N-AJM,Makalu Air,0,Talcha Airport,,,A1,https://aviation-safety.net/database/record.php?id=20111121-0
173,23-NOV-2011,Cessna 208B Grand Caravan,PK-VVG,Susi Air,1,near Bilogai/Suga...,,,A1,https://aviation-safety.net/database/record.php?id=20111123-0
174,26-NOV-2011,Gulfstream American G-1159 Gulfstre,N811DE,Wings Over Africa,0,Huambo Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20111126-0
175,30-NOV-2011,Beech 1900,FAB-043,Bolivian AF,0,near La Paz-El Al...,,,A1,https://aviation-safety.net/database/record.php?id=20111130-0
176,03-DEC-2011,CASA/IPTN NC-212 Aviocar 200,PK-NCZ,Merpati Nusantara,0,Larat-Watida...,,,A2,https://aviation-safety.net/database/record.php?id=20111203-0
177,04-DEC-2011,Beech A100 King Air,9Q-CEM,Air Tropiques,0,Pointe Noire...,,,A1,https://aviation-safety.net/database/record.php?id=20111204-0
178,08-DEC-2011,Boeing 757-351 (WL),N583NW,Delta Air Lines,0,Atlanta Hart...,,,A2,https://aviation-safety.net/database/record.php?id=20111208-0
179,08-DEC-2011,Boeing 737-732 (WL),N303DQ,Delta Air Lines,0,Atlanta Hart...,,,A2,https://aviation-safety.net/database/record.php?id=20111208-1
180,12-DEC-2011,Antonov An-2,,Uganda Peoples Defence Force,0,Mingoro Village,,,A1,https://aviation-safety.net/database/record.php?id=20111212-0
181,13-DEC-2011,Airbus A319-111,F-GRHS,Air France,0,Paris-Charle...,,,A2,https://aviation-safety.net/database/record.php?id=20111213-0
182,15-DEC-2011,Antonov An-32,K2721,Indian AF,0,Jorhat-Rowri...,,,A1,https://aviation-safety.net/database/record.php?id=20111215-0
183,17-DEC-2011,Cessna 208 Caravan I,N275PM,"Spokane Turbine Skydiving, op.for Skydive Mesquite",0,Mesquite Air...,,,A2,https://aviation-safety.net/database/record.php?id=20111217-0
184,18-DEC-2011,PZL-Mielec C-145A (M28-05) Skytruck,08-0319,USAF,0,Walan Rabat ...,,,A1,https://aviation-safety.net/database/record.php?id=20111218-0
185,20-DEC-2011,Boeing 737-36M,PK-CKM,Sriwijaya Air,0,Yogyakarta-A...,,,A1,https://aviation-safety.net/database/record.php?id=20111220-0
186,25-DEC-2011,DC-9-83 (MD-83),SU-BOZ,AMC Aviation,0,Karachi-Jinn...,,,A1,https://aviation-safety.net/database/record.php?id=20111225-0
187,28-DEC-2011,Tupolev Tu-134A-3,EX-020,Kyrgyzstan,0,Osh Airport ...,,,A1,https://aviation-safety.net/database/record.php?id=20111228-0
188,28-DEC-2011,Cessna 650 Citation VII,N877G,Citation 7063 Corp.,0,Fort Lauderd...,,,A1,https://aviation-safety.net/database/record.php?id=20111228-1
189,??-???-2011,Antonov An-24RV,RA-46683,Katekavia,0,Chita Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20119999-0
190,09-JAN-2012,Xian MA60,FAB-96,TAM,0,Guayaramerin...,,,A2,https://aviation-safety.net/database/record.php?id=20120109-0
191,12-JAN-2012,Let L-410UVP-E9,5Y-BSA,Blue Sky Aviation,0,Kichwa Tembo...,,,A1,https://aviation-safety.net/database/record.php?id=20120112-0
192,18-JAN-2012,DHC-8-315Q MPA,JA720A,Japan Coast Guard,0,near Kitakojima I...,,,A2,https://aviation-safety.net/database/record.php?id=20120118-0
193,24-JAN-2012,DC-9-83 (MD-83),EC-JJS,"Swiftair, op.for Gryphon Airlines",0,Kandahar Air...,,,A1,https://aviation-safety.net/database/record.php?id=20120124-0
194,24-JAN-2012,Canadair CRJ-200ER,N8524A,Pinnacle Airlines,0,Providence-T...,,,O1,https://aviation-safety.net/database/record.php?id=20120124-1
195,30-JAN-2012,Antonov An-28,9Q-CUN,TRACEP-Congo Aviation,3,near Namoya,,,A1,https://aviation-safety.net/database/record.php?id=20120130-0
196,05-FEB-2012,Airbus A320-211,JA8384,All Nippon,0,Sendai Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20120205-0
197,07-FEB-2012,Antonov An-2R,RA-17771,AeroGeo,0,Kyzyl Airpor...,,,O1,https://aviation-safety.net/database/record.php?id=20120207-0
198,09-FEB-2012,DHC-6 Twin Otter 200,8Q-MAT,Maldivian Air Taxi,0,Male Interna...,,,A2,https://aviation-safety.net/database/record.php?id=20120209-0
199,12-FEB-2012,Gulfstream G-IV,N2SA,"Trident Aviation Services, op.for Katanga Express",4+ 2,Bukavu-Kavum...,,,A1,https://aviation-safety.net/database/record.php?id=20120212-0
200,12-FEB-2012,Airbus A320-232,PR-MAR,TAM Brasil,0,Porto Alegre...,,,H2,https://aviation-safety.net/database/record.php?id=20120212-1
201,13-FEB-2012,Learjet 55,N75LJ,Jet ICU Air Ambulance Service,0,Brooksville-...,,,A1,https://aviation-safety.net/database/record.php?id=20120213-0
202,13-FEB-2012,Airbus A320-214,RP-C3227,Airphil Express,0,Kalibo Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20120213-1
203,13-FEB-2012,Saab 2000,YR-SBK,Carpatair,0,Craiova Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20120213-2
204,14-FEB-2012,Airbus A319-111,G-EZFV,easyJet,0,London-Luton...,,,A2,https://aviation-safety.net/database/record.php?id=20120214-0
205,17-FEB-2012,Let L-410UVP,RF-01152,DOSAAF,0,Tanay Airfie...,,,A1,https://aviation-safety.net/database/record.php?id=20120217-0
206,17-FEB-2012,ATR 72-212A (ATR 72-500),XY-AIT,Air KBZ,0,Thandwe Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20120217-1
207,21-FEB-2012,Lockheed CC-130H(T) Hercules,130342,RCAF,0,Key West NAS...,,,A1,https://aviation-safety.net/database/record.php?id=20120221-0
208,28-FEB-2012,Cessna 208B Grand Caravan,PT-PTB,CTA - Cleiton Taxi Aéreo,1,near Manaus-Aeroc...,,,A1,https://aviation-safety.net/database/record.php?id=20120228-0
209,01-MAR-2012,Cessna 750 Citation X,N288CX,Asia Today,5,near Egelsbach Ai...,,,A1,https://aviation-safety.net/database/record.php?id=20120301-0
210,02-MAR-2012,Cessna 650 Citation III,N72EP,Jeffy Jet,0,Paulding Nor...,,,O1,https://aviation-safety.net/database/record.php?id=20120302-0
211,07-MAR-2012,Boeing 737-500 ?,,Sudan Airways,0,El Obeid Air...,,,H2,https://aviation-safety.net/database/record.php?id=20120307-0
212,08-MAR-2012,BAe 3102 Jetstream 31,G-CCPW,"Links Air, op.for Manx2",0,Isle Of Man-...,,,A2,https://aviation-safety.net/database/record.php?id=20120308-0
213,09-MAR-2012,DHC-6 Twin Otter 300,FAP-317,Peruvian AF,0,Laguna Cabal...,,,A1,https://aviation-safety.net/database/record.php?id=20120309-0
214,09-MAR-2012,Beech 100 King Air,N70JL,Southern Air Charter,0,Deadman's Ca...,,,A1,https://aviation-safety.net/database/record.php?id=20120309-1
215,13-MAR-2012,Boeing 737-732 (WL),N309DE,Delta Air Lines,0,Atlanta Hart...,,,O2,https://aviation-safety.net/database/record.php?id=20120313-0
216,15-MAR-2012,Convair CV-440-38,N153JR,Jet One Express,2,near San Juan-Lui...,,,A1,https://aviation-safety.net/database/record.php?id=20120315-0
217,15-MAR-2012,Lockheed C-130J-30 Super Hercules,5630,Norwegian AF,5,Mount Kebnek...,,,A1,https://aviation-safety.net/database/record.php?id=20120315-1
218,15-MAR-2012,Cessna 501 Citation I/SP,N7700T,private,5,Franklin-Mac...,,,A1,https://aviation-safety.net/database/record.php?id=20120315-2
219,16-MAR-2012,CASA CN-235M-100,AEE-503,Ecuador Army,0,Quito-Marisc...,,,A2,https://aviation-safety.net/database/record.php?id=20120316-0
220,17-MAR-2012,Beech 1900C,C-GCMZ,Northern Thunderbird Air,0,Blue River A...,,,A2,https://aviation-safety.net/database/record.php?id=20120317-0
221,22-MAR-2012,Antonov An-2,FLA-1041K,private,0,near Byelaya Kali...,,,A1,https://aviation-safety.net/database/record.php?id=20120322-0
222,22-MAR-2012,Beech B300 Super King Air 350,CC-AEB,INAER Helicopter Chile,8,near Puerto Aguirre,,,A1,https://aviation-safety.net/database/record.php?id=20120322-1
223,22-MAR-2012,Douglas C-54G (DC-4),N406WA,Jet One Express,0,San Juan-Lui...,,,A1,https://aviation-safety.net/database/record.php?id=20120322-2
224,24-MAR-2012,Cessna 208 Caravan I,N208JS,private,0,near Abalone Caye...,,,A2,https://aviation-safety.net/database/record.php?id=20120324-0
225,29-MAR-2012,Fokker 50,ST-NEX,Feeder Airlines,0,Wau Airport ...,,,A1,https://aviation-safety.net/database/record.php?id=20120329-0
226,29-MAR-2012,Boeing 737-86N (WL),LN-NON,Norwegian Air Shuttle,0,Oslo-Garderm...,,,A2,https://aviation-safety.net/database/record.php?id=20120329-1
227,29-MAR-2012,Boeing 737-883,LN-RCY,SAS,0,Oslo-Garderm...,,,A2,https://aviation-safety.net/database/record.php?id=20120329-2
228,31-MAR-2012,Boeing 777-246ER,JA701J,JAL,0,Tokyo Haneda...,,,A2,https://aviation-safety.net/database/record.php?id=20120331-0
229,02-APR-2012,ATR 72-201,VP-BYZ,UTair Aviation,33,near Tyumen Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20120402-0
230,02-APR-2012,Hawker Siddeley HS-748,5Y-BZR,Timbis Air Services,0,Doro Airstrip,,,A1,https://aviation-safety.net/database/record.php?id=20120402-1
231,09-APR-2012,DHC-8-311Q Dash 8,5H-MWG,Air Tanzania,0,Kigoma Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20120409-0
232,14-APR-2012,Boeing 737-33A (QC),G-ZAPZ,Titan Airways,0,Chambéry Air...,,,A2,https://aviation-safety.net/database/record.php?id=20120414-0
233,15-APR-2012,Canadair CRJ-200ER,N684BR,"Delta Connection, opb ExpressJet Airlines",0,Moline-Quad-...,,,O1,https://aviation-safety.net/database/record.php?id=20120415-0
234,15-APR-2012,Fokker F-27 Friendship 500,5Y-SRJ,Sky Relief Services,0,Yida Airstrip,,,A1,https://aviation-safety.net/database/record.php?id=20120415-1
235,20-APR-2012,Boeing 737-236A,AP-BKC,Bhoja Airlines,127,near Islamabad-Be...,,,A1,https://aviation-safety.net/database/record.php?id=20120420-0
236,21-APR-2012,Curtiss C-46F,CP-1319,SkyTeam Cargo,3,Santa Cruz-V...,,,A1,https://aviation-safety.net/database/record.php?id=20120421-0
237,22-APR-2012,Boeing 737-4H6,AP-BJN,Shaheen Air,0,Karachi-Jinn...,,,A2,https://aviation-safety.net/database/record.php?id=20120422-0
238,23-APR-2012,Antonov An-2R,YR-BOR,Aerogetic,0,Dârvari,,,A1,https://aviation-safety.net/database/record.php?id=20120423-0
239,23-APR-2012,Antonov An-2R,UR-81515,Proskuriv Avia,0,"near Knyazhichi, ...",,,A1,https://aviation-safety.net/database/record.php?id=20120423-1
240,27-APR-2012,Boeing 727-212,XB-MNP,Unknown,0,Laguna Salada,,,A1,https://aviation-safety.net/database/record.php?id=20120427-0
241,28-APR-2012,Antonov An-24RV,3X-GEB,Jubba Airways,0,Galkayo Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20120428-0
242,30-APR-2012,ATR 72-212A (ATR 72-500),L16-2/52,Thai AF,0,Dhaka-Shahja...,,,A1,https://aviation-safety.net/database/record.php?id=20120430-0
243,01-MAY-2012,Airbus A300B4-605R,TC-OAG,"Onur Air, op.for Saudi Arabian",0,Jeddah-King ...,,,A2,https://aviation-safety.net/database/record.php?id=20120501-0
244,02-MAY-2012,Cessna 208B Grand Caravan,5Y-NGO,"Airworks, op.for UN WFP",0,Yambio Airport,,,A1,https://aviation-safety.net/database/record.php?id=20120502-0
245,09-MAY-2012,Sukhoi Superjet 100-95B,97004,Sukhoi Civil Aircraft,45,near Jakarta,,,A1,https://aviation-safety.net/database/record.php?id=20120509-0
246,11-MAY-2012,Convair CV-580F SCD,N171FL,Contract Air Cargo,0,Guatemala Ci...,,,A2,https://aviation-safety.net/database/record.php?id=20120511-0
247,14-MAY-2012,Dornier 228-212,9N-AIG,Agni Air,15,near Jomsom Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20120514-0
248,15-MAY-2012,DHC-6 Twin Otter 300,P2-MCZ,Airlines PNG,0,Sasereme Air...,,,A2,https://aviation-safety.net/database/record.php?id=20120515-0
249,17-MAY-2012,ATR 72-212A (ATR 72-500),I-ADCD,Air Dolomiti,0,München-Fran...,,,A2,https://aviation-safety.net/database/record.php?id=20120517-0
250,17-MAY-2012,Shorts 360-100,N617FB,Air Cargo Carriers,0,Houston-Geor...,,,A1,https://aviation-safety.net/database/record.php?id=20120517-1
251,18-MAY-2012,Antonov An-2T,HA-MEA,Sky Escort Aero-Club Hungary,0,Gödöllõ Airf...,,,O2,https://aviation-safety.net/database/record.php?id=20120518-0
252,23-MAY-2012,Antonov An-30B,04 Black,Russian AF,0,Cáslav Air Base,,,A1,https://aviation-safety.net/database/record.php?id=20120523-0
253,24-MAY-2012,Canadair CC-144A Challenger 600,144601,RCAF,0,near Tampa-Mac Di...,,,A2,https://aviation-safety.net/database/record.php?id=20120524-0
254,25-MAY-2012,Cessna 208B Super Cargomaster,D-FAAF,Skydive Flyzone,0,Lézignan-Cor...,,,A2,https://aviation-safety.net/database/record.php?id=20120525-0
255,28-MAY-2012,Boeing 777-237LR,VT-ALH,Air India,0,Mumbai (Bomb...,,,A2,https://aviation-safety.net/database/record.php?id=20120528-0
256,30-MAY-2012,Embraer EMB-140 (ERJ-135KL),N834AE,American Eagle,0,Chicago-O'Ha...,,,A2,https://aviation-safety.net/database/record.php?id=20120530-0
257,30-MAY-2012,Boeing 747-45EF,B-16481,Eva Air,0,Chicago-O'Ha...,,,A2,https://aviation-safety.net/database/record.php?id=20120530-1
258,01-JUN-2012,Boeing 737-4Y0,PK-CJV,Sriwijaya Air,0,Pontianak-Su...,,,A1,https://aviation-safety.net/database/record.php?id=20120601-0
259,02-JUN-2012,Boeing 727-221F,5N-BJN,Allied Air,0+ 10,Accra-Kotoka...,,,A1,https://aviation-safety.net/database/record.php?id=20120602-0
260,03-JUN-2012,DC-9-83 (MD-83),5N-RAM,Dana Air,153+ 6,near Lagos-Murtal...,,,A1,https://aviation-safety.net/database/record.php?id=20120603-0
261,03-JUN-2012,Lockheed P-2H Neptune,N14447,"Neptune Aviation Services, opf",2,"near Modena, Iron...",,,A1,https://aviation-safety.net/database/record.php?id=20120603-1
262,03-JUN-2012,Lockheed SP-2H Neptune,N355MA,Minden Air Corporation,0,Minden-Tahoe...,,,A1,https://aviation-safety.net/database/record.php?id=20120603-2
263,06-JUN-2012,Swearingen SA227-AC Metro III,CX-LAS,Air Class Líneas Aéreas,2,near Isla de Flor...,,,A1,https://aviation-safety.net/database/record.php?id=20120606-0
264,07-JUN-2012,Learjet 60,N500SW,Performance Aircraft Leasing,0,Aspen-Pitkin...,,,A1,https://aviation-safety.net/database/record.php?id=20120607-0
265,09-JUN-2012,ATR 42-500,OK-KFM,CSA,0,Praha-Ruzyne...,,,O1,https://aviation-safety.net/database/record.php?id=20120609-0
266,10-JUN-2012,Let L-410UVP,UR-SKD,Ukrainska Shkola Pilotov,5,near Borodyanka A...,,,A1,https://aviation-safety.net/database/record.php?id=20120610-0
267,10-JUN-2012,DHC-8-311,V2-LGH,LIAT,0,Antigua-Cool...,,,O1,https://aviation-safety.net/database/record.php?id=20120610-1
268,11-JUN-2012,Antonov An-2R,RA-40312,Avia Zov,13,"near Serov, Sverd...",,,A1,https://aviation-safety.net/database/record.php?id=20120611-0
269,12-JUN-2012,Hawker Siddeley HS-748,C-FTTW,Wasaya Airways,0,Sandy Lake A...,,,O1,https://aviation-safety.net/database/record.php?id=20120612-0
270,16-JUN-2012,ATR 42-320,G-DRFC,Blue Islands,0,Jersey-State...,,,A1,https://aviation-safety.net/database/record.php?id=20120616-0
271,18-JUN-2012,Beech Beechjet 400A,N826JH,N79TE,0,Atlanta-DeKa...,,,A1,https://aviation-safety.net/database/record.php?id=20120618-0
272,20-JUN-2012,Boeing 767-381ER,JA610A,All Nippon,0,Tokyo-Narita...,,,A2,https://aviation-safety.net/database/record.php?id=20120620-0
273,20-JUN-2012,Grumman G-159 Gulfstream I,9Q-CIT,ITAB,0,Pweto Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20120620-1
274,21-JUN-2012,Fokker F-27 Friendship 400M,A-2708,Indonesian AF,7+ 4,near Jakarta-Hali...,,,A1,https://aviation-safety.net/database/record.php?id=20120621-0
275,23-JUN-2012,Cessna 208B Grand Caravan,EJC-1131,Colombian Army,4,"near La Leona,Toc...",,,A1,https://aviation-safety.net/database/record.php?id=20120623-0
276,27-JUN-2012,Ilyushin Il-76MD,RA-76761,Russian AF,0,Tver-Migalov...,,,A1,https://aviation-safety.net/database/record.php?id=20120627-0
277,29-JUN-2012,Embraer ERJ-190,B-3171,Tianjin Airlines,2,Hotan Airpor...,,,H2,https://aviation-safety.net/database/record.php?id=20120629-0
278,01-JUL-2012,Lockheed C-130H Hercules,93-1458,USAF,4,"near Edgemont, SD",,,A1,https://aviation-safety.net/database/record.php?id=20120701-0
279,04-JUL-2012,Rockwell Sabreliner 75A,AE-175,Argentine Army,0,El Palomar A...,,,A2,https://aviation-safety.net/database/record.php?id=20120704-0
280,04-JUL-2012,DHC-8-402Q Dash 8,N213WQ,"United Express, opb Colgan Air",0,Houston-Geor...,,,A2,https://aviation-safety.net/database/record.php?id=20120704-1
281,09-JUL-2012,DHC-6 Twin Otter 300,8Q-TMT,Trans Maldivian Airways,0,Conrad Maldi...,,,A2,https://aviation-safety.net/database/record.php?id=20120709-0
282,12-JUL-2012,Harbin Yunshuji Y-12 II,5T-MAE,Mauritanian AF,7,near Nouakchott A...,,,A1,https://aviation-safety.net/database/record.php?id=20120712-0
283,13-JUL-2012,Gulfstream G-IV,N823GA,Universal Jet Aviation,3,Le Castellet...,,,A1,https://aviation-safety.net/database/record.php?id=20120713-0
284,15-JUL-2012,DC-9-83 (MD-83),N110HM,American Airlines,0,Dallas/Fort ...,,,O1,https://aviation-safety.net/database/record.php?id=20120715-0
285,17-JUL-2012,Canadair CRJ-200ER,N865AS,SkyWest Airlines,1,Saint George...,,,C1,https://aviation-safety.net/database/record.php?id=20120717-0
286,18-JUL-2012,Boeing 737-230,CC-CRQ,Sky Airline,0,La Serena-La...,,,A2,https://aviation-safety.net/database/record.php?id=20120718-0
287,19-JUL-2012,Antonov An-2R,RA-40934,Dalnevostochnaya,0,"Elban, Amur ...",,,A1,https://aviation-safety.net/database/record.php?id=20120719-0
288,22-JUL-2012,Let L-410UVP-E3,RF-00138,DOSAAF,1,Bolshoe Gryz...,,,A1,https://aviation-safety.net/database/record.php?id=20120722-0
289,28-JUL-2012,Beech B200 Super King Air,OO-LET,ASL - Air Service Liege,0,Cambridge Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20120728-0
290,28-JUL-2012,Beech B200 King Air,PR-DOC,Vilma Alimentos,8,Juiz de Fora...,,,A1,https://aviation-safety.net/database/record.php?id=20120728-1
291,02-AUG-2012,Cessna 500 Citation I,EC-IBA,Airnor,2,near Santiago de ...,,,A1,https://aviation-safety.net/database/record.php?id=20120802-0
292,06-AUG-2012,Embraer Phenom 300,CN-MBR,Dalia Air,0,St. Gallen-A...,,,A1,https://aviation-safety.net/database/record.php?id=20120806-0
293,10-AUG-2012,Bombardier DHC-8-402Q Dash 8,N341NG,"United Express, opb Colgan Air",0,Washington-D...,,,A2,https://aviation-safety.net/database/record.php?id=20120810-0
294,10-AUG-2012,Airbus A330-343X,D-AIKE,Lufthansa,0,Washington-D...,,,A2,https://aviation-safety.net/database/record.php?id=20120810-1
295,16-AUG-2012,Saab 2000 AEW&C,10049,Pakistan AF,0,Kamra-Minhas...,,,C1,https://aviation-safety.net/database/record.php?id=20120816-0
296,17-AUG-2012,Embraer ERJ-190,B-16825,Mandarin Airlines,0,Magong Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20120817-0
297,19-AUG-2012,Antonov An-26-100,ST-ARL,Alfa Airlines,32,near Talodi,,,A1,https://aviation-safety.net/database/record.php?id=20120819-0
298,22-AUG-2012,Let L-410UVP-E9,5Y-UVP,Mombasa Air Safari,4,Ngerende Air...,,,A1,https://aviation-safety.net/database/record.php?id=20120822-0
299,30-AUG-2012,BN-2B-26 Islander,B-68801,Dapeng Airlines,3,"near Jhuosi, Hual...",,,A1,https://aviation-safety.net/database/record.php?id=20120830-0
300,31-AUG-2012,ATR 42-500,AP-BHJ,PIA,0,Lahore Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20120831-0
301,09-SEP-2012,Antonov An-2P,SP-FMA,Aeroklub Bydgoski,0,Bydgoszcz Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20120909-0
302,10-SEP-2012,DHC-8-301,C-GUON,"Air Canada Express, opb Jazz Aviation",0,Gaspé Airpor...,,,A2,https://aviation-safety.net/database/record.php?id=20120910-0
303,12-SEP-2012,Antonov An-28,RA-28715,Petropavlovsk-Kamchatsky Air Ent.,10,near Palana Airport,,,A1,https://aviation-safety.net/database/record.php?id=20120912-0
304,15-SEP-2012,Learjet 24D,D-CMMM,BIO Aerospace,0,near Bornholm-Røn...,,,A1,https://aviation-safety.net/database/record.php?id=20120915-0
305,18-SEP-2012,Beech Beechjet 400,N428JD,Dewberry Air,0,Macon Downto...,,,A1,https://aviation-safety.net/database/record.php?id=20120918-0
306,20-SEP-2012,Airbus A320-232,YK-AKF,Syrianair,0,near Duma,,,A2,https://aviation-safety.net/database/record.php?id=20120920-0
307,21-SEP-2012,DHC-6 Twin Otter 300,9N-ABQ,Tara Air,0,Dolpa Airpor...,,,A2,https://aviation-safety.net/database/record.php?id=20120921-0
308,22-SEP-2012,Gulfstream G-V,N511QS,NetJets,0+ 1,San Francisc...,,,O1,https://aviation-safety.net/database/record.php?id=20120922-0
309,22-SEP-2012,Hawker Beech 390 Premier IA,VT-UPN,Govt of Uttar Pradesh,0,Delhi-Indira...,,,A1,https://aviation-safety.net/database/record.php?id=20120922-1
310,28-SEP-2012,Dornier 228-202,9N-AHA,Sita Air,19,near Kathmandu-Tr...,,,A1,https://aviation-safety.net/database/record.php?id=20120928-0
311,29-SEP-2012,Antonov An-2R,RA-33601,Plant ELKAP,0,"near Ivdel, Sverd...",,,A2,https://aviation-safety.net/database/record.php?id=20120929-0
