,date,type,registration,operator,fat.,location,Unnamed: 6,pic,cat,url
64,28-APR-2016,Embraer ERJ-190,HC-COX,TAME Ecuador,0,Cuenca-Maris...,,,A1,https://aviation-safety.net/database/record.php?id=20160428-0
65,28-APR-2016,Canadair CRJ-200ER,N961SW,"SkyWest Airlines, opf United Express",0,San Francisc...,,,A2,https://aviation-safety.net/database/record.php?id=20160428-1
66,30-APR-2016,Fokker 50,SE-LEZ,"Air Vallée, opb Amapola Flyg",0,Catania-Font...,,,A1,https://aviation-safety.net/database/record.php?id=20160430-0
67,30-APR-2016,Antonov An-26,,Sudan AF,5,near El Obeid Air...,,,A1,https://aviation-safety.net/database/record.php?id=20160430-1
68,05-MAY-2016,Convair CV-580 Airtanker,C-FEKF,Conair Aviation,0,Manning Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20160505-0
69,06-MAY-2016,Antonov An-2R,N2AN,American Airpower,0,near San Bernardi...,,,A1,https://aviation-safety.net/database/record.php?id=20160506-0
70,07-MAY-2016,ATR 72-212A (ATR 72-600),VT-JCX,Jet Airways,0,Indore-Devi ...,,,A2,https://aviation-safety.net/database/record.php?id=20160507-0
71,10-MAY-2016,Airbus A321-211,N189UW,American Airlines,0,Phoenix-Sky ...,,,A2,https://aviation-safety.net/database/record.php?id=20160510-0
72,10-MAY-2016,Beech B100 King Air,N86TR,Dexter Air,0,Dexter Munic...,,,A2,https://aviation-safety.net/database/record.php?id=20160510-1
73,11-MAY-2016,Airbus A320-214,F-GKXJ,Air France,0,Paris-Charle...,,,A2,https://aviation-safety.net/database/record.php?id=20160511-0
74,11-MAY-2016,Boeing 777-328ER,F-GZNT,Air France,0,Paris-Charle...,,,A2,https://aviation-safety.net/database/record.php?id=20160511-1
75,11-MAY-2016,Boeing 737-9GPER (WL),9M-LNK,Malindo Airways,0,Kota Kinabal...,,,A2,https://aviation-safety.net/database/record.php?id=20160511-2
76,12-MAY-2016,Cessna 208B Grand Caravan,N1114A,Parachute Center,0,near Lodi Airport...,,,A2,https://aviation-safety.net/database/record.php?id=20160512-0
77,14-MAY-2016,Cessna 208 Caravan I,XB-NLX,SkyDive México,0,near Tequesquitengo,,,A2,https://aviation-safety.net/database/record.php?id=20160514-0
78,18-MAY-2016,Antonov An-12B,4K-AZ25,Silk Way,7,Dwyer Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20160518-0
79,19-MAY-2016,Airbus A320-232,SU-GCC,EgyptAir,66,near Egyptian coast,,,C1,https://aviation-safety.net/database/record.php?id=20160519-0
80,23-MAY-2016,Cessna 501 Citation I/SP,N804ST,Eagle II Aero,0,"near Texarkana, AR",,,A2,https://aviation-safety.net/database/record.php?id=20160523-0
81,27-MAY-2016,Boeing 777-3B5,HL7534,Korean Air,0,Tokyo-Haneda...,,,A2,https://aviation-safety.net/database/record.php?id=20160527-0
82,28-MAY-2016,Airbus A320-214,EC-JGM,Vueling,0,Manchester A...,,,A2,https://aviation-safety.net/database/record.php?id=20160528-0
83,03-JUN-2016,Cessna 208B Grand Caravan,5Y-JLL,Lady Lori (Kenya),0,Akobo Airport,,,A2,https://aviation-safety.net/database/record.php?id=20160603-0
84,04-JUN-2016,Cessna 208B Grand Caravan EX,PK-ICC,Pegasus Air Services,0,Ilaga Airpor...,,,A2,https://aviation-safety.net/database/record.php?id=20160604-0
85,04-JUN-2016,Antonov An-30A-100,TN-AHP,South Stone Airlines,0,Yambio Airport,,,A2,https://aviation-safety.net/database/record.php?id=20160604-1
86,05-JUN-2016,BAe-125-800B,RA-02773,Aerolimousine,0,near Neryungri Ai...,,,A1,https://aviation-safety.net/database/record.php?id=20160605-0
87,05-JUN-2016,Cessna 208B Grand Caravan,N750Z,Air Choice One,0,Fort Dodge A...,,,A2,https://aviation-safety.net/database/record.php?id=20160605-1
88,06-JUN-2016,MD-11F,N277UP,UPS,0,Seoul-Incheo...,,,A1,https://aviation-safety.net/database/record.php?id=20160606-0
89,06-JUN-2016,Cessna 560 Citation Ultra,N145KK,Red Wing Aeroplane Company,0,Gainesville-...,,,A1,https://aviation-safety.net/database/record.php?id=20160606-1
90,14-JUN-2016,Antonov An-32A,EK32120,"Coco Aviation, lsf Ayk Avia",0,Bor Airport,,,A1,https://aviation-safety.net/database/record.php?id=20160614-0
91,14-JUN-2016,Cessna 208B Grand Caravan EX,PK-RKC,Associated Mission Aviation,0,"Lolat, Yahuk...",,,A1,https://aviation-safety.net/database/record.php?id=20160614-1
92,14-JUN-2016,ATR 72-212A (ATR 72-600),PK-WGL,Wings Air,0,unknown,,,A2,https://aviation-safety.net/database/record.php?id=20160614-2
93,16-JUN-2016,CASA C-212 Aviocar 400MPA,8983,Vietnam Coast Guard,9,near Bach Long Vi...,,,A1,https://aviation-safety.net/database/record.php?id=20160616-0
94,19-JUN-2016,BAe-146-300,EP-MOF,Mahan Air,0,Khark Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20160619-0
95,19-JUN-2016,DHC-3T Texas Turbine Otter,N104BM,Bald Mountain Air Services,0,near Homer-Beluga...,,,A2,https://aviation-safety.net/database/record.php?id=20160619-1
96,21-JUN-2016,Dornier 228-202,9Q-CSL,Busy Bee Congo,0,Goma Airport...,,,A2,https://aviation-safety.net/database/record.php?id=20160621-0
97,21-JUN-2016,Beech 200C Super King Air,OB-2104-P,AerCaribe Peru,0,Lima-Jorge C...,,,A2,https://aviation-safety.net/database/record.php?id=20160621-1
98,26-JUN-2016,Canadair CL-215,1111,Hellenic AF,0,near Dervenochoria,,,A1,https://aviation-safety.net/database/record.php?id=20160626-0
99,26-JUN-2016,Antonov An-2R,UP-A0273,Tamshybulak,1,Bereke,,,A1,https://aviation-safety.net/database/record.php?id=20160626-1
0,26-DEC-2016,Airbus A340-313,OY-KBC,SAS,0,København-Ka...,,,A2,https://aviation-safety.net/database/record.php?id=20161226-0
1,26-DEC-2016,Avro RJ100,SE-DST,BRA - Braathens Regional Airlines,0,København-Ka...,,,A1,https://aviation-safety.net/database/record.php?id=20161226-1
2,27-DEC-2016,Boeing 737-85R (WL),VT-JBG,Jet Airways,0,Goa-Dabolim ...,,,A2,https://aviation-safety.net/database/record.php?id=20161227-0
3,27-DEC-2016,Cessna 208B Grand Caravan,C-GHLI,W M K Holdings Ltd,0,near Fort McMurra...,,,A1,https://aviation-safety.net/database/record.php?id=20161227-1
4,29-DEC-2016,Cessna 525C Citation CJ4,N614SB,Superior Beverage Group,6,near Cleveland-Bu...,,,A1,https://aviation-safety.net/database/record.php?id=20161229-0
5,29-DEC-2016,Beech A100 King Air,C-FXAJ,Wabusk Air,0,Moosonee Air...,,,A2,https://aviation-safety.net/database/record.php?id=20161229-1
6,??-???-2016,Cessna 500 Citation I,N628BS,Chippewa Aerospace,0,unknown,,,A1,https://aviation-safety.net/database/record.php?id=20169999-0
0,27-JUN-2016,Boeing 777-312ER,9V-SWB,Singapore Airlines,0,Singapore-Ch...,,,A2,https://aviation-safety.net/database/record.php?id=20160627-0
1,30-JUN-2016,Antonov An-2SX,RA-33462,Krasnokutske Flight School of Civil Aviation,2,near Novopokrovsk...,,,A1,https://aviation-safety.net/database/record.php?id=20160630-0
2,01-JUL-2016,Ilyushin Il-76TD,RA-76840,Russian Ministry of Emergency Situations,10,"near Rybnyi Uyan,...",,,A1,https://aviation-safety.net/database/record.php?id=20160701-0
3,07-JUL-2016,DHC-8-402Q Dash 8,HS-DQC,Nok Air,0,Loei Airport...,,,A2,https://aviation-safety.net/database/record.php?id=20160707-0
4,11-JUL-2016,Lockheed C-130H Hercules,16804,Portuguese AF,3,Montijo Air ...,,,A1,https://aviation-safety.net/database/record.php?id=20160711-0
5,15-JUL-2016,Beech B200 King Air,N111MQ,Execumed Corp.,0,San Juan-Fer...,,,A2,https://aviation-safety.net/database/record.php?id=20160715-0
6,17-JUL-2016,Beech 200 Super King Air,C-FCGW,Air Nunavut,0,Iqaluit Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20160717-0
7,20-JUL-2016,Cessna 208B Grand Caravan EX,B-10FW,Joy General Aviation,5,near Jinshan City...,,,A1,https://aviation-safety.net/database/record.php?id=20160720-0
8,20-JUL-2016,Beech B200 Super King Air,N46CE,Century Equipment Company,0,Burnsville-M...,,,A2,https://aviation-safety.net/database/record.php?id=20160720-1
9,21-JUL-2016,Cessna 208B Grand Caravan,N7581F,Skydive Twin Cities,0,Baldwin Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20160721-0
10,22-JUL-2016,Antonov An-32,K2743,Indian AF,29,near Chennai [Bay...,,,A1,https://aviation-safety.net/database/record.php?id=20160722-0
11,26-JUL-2016,Embraer Phenom 300,N362FX,"Flexjet, opb Flight Options",0,Houston-Suga...,,,A1,https://aviation-safety.net/database/record.php?id=20160726-0
12,28-JUL-2016,Gulfstream G650ER,N827DC,TDC Management,0,Colorado Spr...,,,O1,https://aviation-safety.net/database/record.php?id=20160728-0
13,31-JUL-2016,Antonov An-2R,RA-54790,Lemaks,3,near Zelenogorski...,,,A1,https://aviation-safety.net/database/record.php?id=20160731-0
14,01-AUG-2016,Beech C99,N234AV,Ameriflight,0,near Spanish Fork...,,,A2,https://aviation-safety.net/database/record.php?id=20160801-0
15,01-AUG-2016,Canadair CL-415,F-ZBEU,Securité Civile,0,Ajaccio-Napo...,,,A2,https://aviation-safety.net/database/record.php?id=20160801-1
16,03-AUG-2016,Boeing 777-31H,A6-EMW,Emirates,0+ 1,Dubai Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20160803-0
17,04-AUG-2016,Cessna 208B Grand Caravan,9N-AKC,Makalu Air,0,near Simikot,,,A2,https://aviation-safety.net/database/record.php?id=20160804-0
18,04-AUG-2016,Boeing 737-3H4 (WL),N368SW,Southwest Airlines,0,Baltimore/Wa...,,,A1,https://aviation-safety.net/database/record.php?id=20160804-1
19,05-AUG-2016,Boeing 737-476 (SF),HA-FAX,ASL Airlines Hungary,0,Bergamo-Orio...,,,A1,https://aviation-safety.net/database/record.php?id=20160805-0
20,09-AUG-2016,Boeing 737-832 (WL),N3762Y,Delta Air Lines,0,New York-Joh...,,,A2,https://aviation-safety.net/database/record.php?id=20160809-0
21,11-AUG-2016,Antonov An-2R,RA-17812,ALROSA,0,Polyarnyj Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20160811-0
22,13-AUG-2016,Cessna 500 Citation I,N70SW,Strong Tower Services,0,Fort Lauderd...,,,A2,https://aviation-safety.net/database/record.php?id=20160813-0
23,14-AUG-2016,Beriev Be-200ES,RF-31121,Russian Ministry of Emergency Situations,0,near São Pedro do...,,,A2,https://aviation-safety.net/database/record.php?id=20160814-0
24,14-AUG-2016,Beech 200 Super King Air,,Unknown,2,Orillas del ...,,,A1,https://aviation-safety.net/database/record.php?id=20160814-1
25,16-AUG-2016,Cessna 550 Citation II,YV3051,Unknown,2,near Charallave-Ó...,,,A1,https://aviation-safety.net/database/record.php?id=20160816-0
26,24-AUG-2016,Tupolev Tu-204S,RA-64021,Aviastar-TU,0,Noril'sk Air...,,,A1,https://aviation-safety.net/database/record.php?id=20160824-0
27,25-AUG-2016,Learjet 55,N666TK,RCR7,0,North Eleuth...,,,A1,https://aviation-safety.net/database/record.php?id=20160825-0
28,27-AUG-2016,Boeing 737-7H4 (WL),N766SW,Southwest Airlines,0,"near Biloxi, MS",,,A2,https://aviation-safety.net/database/record.php?id=20160827-0
29,28-AUG-2016,Airbus A330-323,HL8258,Asiana Airlines,0,Seoul-Incheo...,,,O2,https://aviation-safety.net/database/record.php?id=20160828-0
30,31-AUG-2016,Cessna 208B Grand Caravan EX,N752RV,"Ravn Connect, opb Hageland Aviation Services",3,near Russian Miss...,,,A1,https://aviation-safety.net/database/record.php?id=20160831-0
31,10-SEP-2016,Beech 200 Super King Air,N369CD,Hurricane Joaquin,0,Orlando Apop...,,,A1,https://aviation-safety.net/database/record.php?id=20160910-0
32,10-SEP-2016,Embraer Phenom 100,PT-MMP,Patrus Transportes Urgentes,0,Angra dos Re...,,,A2,https://aviation-safety.net/database/record.php?id=20160910-1
33,13-SEP-2016,Boeing 737-347 (SF),PK-YSY,Trigana Air Service,0,Wamena Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20160913-0
34,17-SEP-2016,Antonov An-2R,RA-84566,"Technoservice-A, lsf Aviapartner",0,near Tatarskoye U...,,,A2,https://aviation-safety.net/database/record.php?id=20160917-0
35,17-SEP-2016,Cessna 208B Grand Caravan,CC-CTS,Servicios Aéreos Pewen,0,Puerto Montt...,,,A2,https://aviation-safety.net/database/record.php?id=20160917-1
36,21-SEP-2016,Beech B100 King Air,N66804,O.I.A. Enterprises,0,Jackson-McKe...,,,A2,https://aviation-safety.net/database/record.php?id=20160921-0
37,22-SEP-2016,Beech 200 Super King Air,ZS-KGW,Majestic Air,0,"Bray, Northe...",,,O2,https://aviation-safety.net/database/record.php?id=20160922-0
38,22-SEP-2016,Learjet 25D,YV1738,WMG Techno-Logistic,0,San Juan-Fer...,,,A2,https://aviation-safety.net/database/record.php?id=20160922-1
39,24-SEP-2016,BAe 4101 Jetstream 41,9N-AIB,Yeti Airlines,0,Bhairawa Air...,,,A1,https://aviation-safety.net/database/record.php?id=20160924-0
40,24-SEP-2016,DHC-8-202Q Dash 8,N366PH,"CommutAir, opf United Express",0,Washington-D...,,,A2,https://aviation-safety.net/database/record.php?id=20160924-1
41,25-SEP-2016,Learjet 31A,PK-JKI,Nusantara Air Charter,0,Jakarta-Hali...,,,A1,https://aviation-safety.net/database/record.php?id=20160925-0
42,28-SEP-2016,Beech 1900D,ZS-PZE,"UN, opb King Air Charter",0,Beni Airport...,,,A2,https://aviation-safety.net/database/record.php?id=20160928-0
43,30-SEP-2016,Cessna 208B Grand Caravan,HK-3804,Llanera de Aviación,4,near San Antonio ...,,,A1,https://aviation-safety.net/database/record.php?id=20160930-0
44,30-SEP-2016,Beech 1900C,N376SA,Southern Air Charter,0,Deadman's Ca...,,,A2,https://aviation-safety.net/database/record.php?id=20160930-1
45,01-OCT-2016,Airbus A330-302,B-18307,China Airlines,0,Taipei-Taiwa...,,,A2,https://aviation-safety.net/database/record.php?id=20161001-0
46,02-OCT-2016,Cessna 208B Grand Caravan,N208SD,"Ravn Connect, opb Hageland Aviation Services",3,"near Togiak, AK",,,A1,https://aviation-safety.net/database/record.php?id=20161002-0
47,03-OCT-2016,Cessna F406 Caravan II,OH-OTL,Lapin Tilauslento,0,Oulu Airport...,,,A2,https://aviation-safety.net/database/record.php?id=20161003-0
48,04-OCT-2016,Boeing 737-4Q8 (SF),OE-IAG,ASL Airlines Belgium,0,Belfast Inte...,,,A2,https://aviation-safety.net/database/record.php?id=20161004-0
49,09-OCT-2016,Embraer P-95B Bandeirulha (EMB-111),7103,Brazilian AF,0,São Paulo-Ca...,,,A2,https://aviation-safety.net/database/record.php?id=20161009-0
50,11-OCT-2016,Antonov An-26-100,RA-26660,Polyarnaya Aviatsiya,0,near Belaya Gora ...,,,A1,https://aviation-safety.net/database/record.php?id=20161011-0
51,11-OCT-2016,Beech 200 Super King Air,C-GFSB,Fast Air,0,Bloodvein Ri...,,,A2,https://aviation-safety.net/database/record.php?id=20161011-1
52,13-OCT-2016,Cessna 500 Citation I,C-GTNG,Norjet,4,near Kelowna Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20161013-0
53,13-OCT-2016,Cessna 525B CitationJet CJ3+,N518AR,A.R. Wings,0,Smithfield-N...,,,A2,https://aviation-safety.net/database/record.php?id=20161013-1
54,14-OCT-2016,Cessna 208 Caravan I,N208KM,NPTC,1,Dunnellon/Ma...,,,A2,https://aviation-safety.net/database/record.php?id=20161014-0
55,19-OCT-2016,Lockheed C-130B Hercules,FAC-1014,Colombian AF,1,near Apiay,,,A1,https://aviation-safety.net/database/record.php?id=20161019-0
56,21-OCT-2016,Embraer C-95BM Bandeirante (EMB-110,2305,Brazilian AF,0,Porto Alegre...,,,A2,https://aviation-safety.net/database/record.php?id=20161021-0
57,21-OCT-2016,Airbus A300B4-203F,PR-STN,Sterna Linhas Aéreas,0,Recife-Guara...,,,A1,https://aviation-safety.net/database/record.php?id=20161021-1
58,22-OCT-2016,ATR 72-212A (ATR 72-600),CS-DJF,"TAP Express, opb White Airways",0,Lisboa-Humbe...,,,A2,https://aviation-safety.net/database/record.php?id=20161022-0
59,24-OCT-2016,Swearingen SA227-AT Expediter,N577MX,CAE Aviation,5,Malta-Luqa A...,,,A1,https://aviation-safety.net/database/record.php?id=20161024-0
60,24-OCT-2016,Dornier 328JET-310,XA-ALA,FlyMex,0,Toluca Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20161024-1
61,24-OCT-2016,DHC-8-402Q Dash 8,ET-ANY,Ethiopian Airlines,0,Dire Dawa-Ab...,,,A1,https://aviation-safety.net/database/record.php?id=20161024-2
62,28-OCT-2016,Swearingen SA227-DC Metro 23 (C-26B,PNC-0226,Colombian Police,0,Bogotá-Eldor...,,,A2,https://aviation-safety.net/database/record.php?id=20161028-0
63,28-OCT-2016,MD-10-10F,N370FE,FedEx,0,Fort Lauderd...,,,A1,https://aviation-safety.net/database/record.php?id=20161028-1
64,28-OCT-2016,Boeing 767-323ER (WL),N345AN,American Airlines,0,Chicago-O'Ha...,,,A1,https://aviation-safety.net/database/record.php?id=20161028-2
65,30-OCT-2016,Beech 100 King Air,N411HA,Honaker Aviation,0,Jeffersonvil...,,,A1,https://aviation-safety.net/database/record.php?id=20161030-0
66,31-OCT-2016,DHC-4T Caribou,PK-SWW,"Puncak Regency Adm., opb Alfa Indonesia",4,near Ilaga Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20161031-0
67,??-OCT-2016,Cessna 500 Citation I,N888JL,Advanced Power Aviation,0,Wichita-Mid-...,,,A1,https://aviation-safety.net/database/record.php?id=20161099-0
68,10-NOV-2016,MD-11F,D-ALCM,Lufthansa Cargo,0,Buenos Aires...,,,A2,https://aviation-safety.net/database/record.php?id=20161110-0
69,14-NOV-2016,Bombardier Challenger 300,N303CZ,Unknown,0,Panama City ...,,,A2,https://aviation-safety.net/database/record.php?id=20161114-0
70,19-NOV-2016,Boeing 737-823 (WL),N832NN,American Airlines,0,Saint Louis-...,,,A2,https://aviation-safety.net/database/record.php?id=20161119-0
71,23-NOV-2016,Beech 200 Super King Air,N80RT,Flight Development,0,near Moorhead Mun...,,,A1,https://aviation-safety.net/database/record.php?id=20161123-0
72,24-NOV-2016,Dassault Falcon 7X,VQ-BSO,Shell Aircraft,0,London City ...,,,A2,https://aviation-safety.net/database/record.php?id=20161124-0
73,24-NOV-2016,Dassault Falcon 7X,VQ-BSF,Shell Aircraft,0,London City ...,,,A2,https://aviation-safety.net/database/record.php?id=20161124-1
74,27-NOV-2016,CASA/Nurtanio NC-212 Aviocar,U-623,Indonesian Navy,0,Pitu/Morotai...,,,A2,https://aviation-safety.net/database/record.php?id=20161127-0
75,28-NOV-2016,Avro RJ85,CP-2933,LaMia,71,near Rionegro/Med...,,,A1,https://aviation-safety.net/database/record.php?id=20161128-0
76,29-NOV-2016,Boeing 737-8HO (WL),9Y-SXM,Caribbean Airlines,0,Georgetown-C...,,,A2,https://aviation-safety.net/database/record.php?id=20161129-0
77,29-NOV-2016,Boeing 767-319ER,N767WA,Fly Jamaica Airways,0,Georgetown-C...,,,A2,https://aviation-safety.net/database/record.php?id=20161129-1
78,01-DEC-2016,Basler Turbo 67 (DC-3T),C-GEAJ,"ALCI Aviation, opf North Star Air Cargo",0,Pickle Lake ...,,,A2,https://aviation-safety.net/database/record.php?id=20161201-0
79,02-DEC-2016,Beech B100 King Air,N900RD,Kidd Aviation,0,Tyler-Pounds...,,,A1,https://aviation-safety.net/database/record.php?id=20161202-0
80,03-DEC-2016,PZL-Mielec M28 Skytruck,P-4201,Indonesian Police,13,near Tanjung Pinang,,,A1,https://aviation-safety.net/database/record.php?id=20161203-0
81,04-DEC-2016,Cessna 500 Citation I,N332SE,Yatish Air,0,Gunnison-Cre...,,,A1,https://aviation-safety.net/database/record.php?id=20161204-1
82,05-DEC-2016,Swearingen SA227-AC Metro III,N765FA,Key Lime Air,1,"near Camilla, GA",,,A1,https://aviation-safety.net/database/record.php?id=20161205-0
83,05-DEC-2016,Cessna 550 Citation II,N75WL,DC Aviation,0,near Port Aransas...,,,A2,https://aviation-safety.net/database/record.php?id=20161205-1
84,07-DEC-2016,ATR 42-500,AP-BHO,PIA,47,near Havelian,,,A1,https://aviation-safety.net/database/record.php?id=20161207-0
85,07-DEC-2016,Boeing 737-8FE (WL),VH-YFT,Virgin Australia Airlines,0,Hobart Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20161207-1
86,07-DEC-2016,Boeing 737-8FE (WL),VH-VUP,Virgin Australia Airlines,0,Hobart Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20161207-2
87,10-DEC-2016,Boeing 737-46J,JY-JAQ,"Jordan Aviation, op.for Safi Airways",0,Kabul-Hamid ...,,,A2,https://aviation-safety.net/database/record.php?id=20161210-0
88,12-DEC-2016,Beech A100 King Air,C-FONY,Grondair Aviation,0,Saint-Frédér...,,,A1,https://aviation-safety.net/database/record.php?id=20161212-0
89,13-DEC-2016,Beech B200 Super King Air,VH-MVL,Royal Flying Doctor Service,0,Moomba Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20161213-0
90,14-DEC-2016,DHC-8-402Q Dash 8,G-PRPC,Flybe,0,Manchester A...,,,A2,https://aviation-safety.net/database/record.php?id=20161214-0
91,16-DEC-2016,Bombardier CRJ-900ER,OY-KFF,"SAS, opb Cimber",0,København-Ka...,,,A2,https://aviation-safety.net/database/record.php?id=20161216-0
92,18-DEC-2016,Lockheed C-130H Hercules,A-1334,Indonesian AF,13,near Wamena Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20161218-0
93,18-DEC-2016,Boeing P-8A Poseidon (737-8FV),168763,US Navy,0,Okinawa-Kade...,,,A2,https://aviation-safety.net/database/record.php?id=20161218-1
94,19-DEC-2016,Ilyushin Il-18V,RF-91821,Russian AF,0,near Tiksi Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20161219-0
95,20-DEC-2016,Boeing 727-2J0 (F),HK-4544,Aerosucre Colombia,5,near Puerto Carre...,,,A1,https://aviation-safety.net/database/record.php?id=20161220-0
96,21-DEC-2016,Beech B200T Super King Air,M41-03,Royal Malaysian AF,1,Butterworth ...,,,A1,https://aviation-safety.net/database/record.php?id=20161221-0
97,23-DEC-2016,Airbus A320-214,5A-ONB,Afriqiyah Airways,0,Malta-Luqa A...,,,H2,https://aviation-safety.net/database/record.php?id=20161223-0
98,25-DEC-2016,Tupolev Tu-154B-2,RA-85572,Russian AF,92,near Adler,,,A1,https://aviation-safety.net/database/record.php?id=20161225-0
99,25-DEC-2016,ATR 72-212A (ATR 72-600),PK-WGW,Wings Air,0,Semarang-Ach...,,,A1,https://aviation-safety.net/database/record.php?id=20161225-1
0,02-JAN-2017,Cessna F406 Caravan II,5H-WOW,Air Excel,0,Sasakwa Airs...,,,A1,https://aviation-safety.net/database/record.php?id=20170102-0
1,02-JAN-2017,Let L-410UVP,9Q-CZR,Doren Air Congo,0,Shabunda Air...,,,A1,https://aviation-safety.net/database/record.php?id=20170102-1
2,02-JAN-2017,Hawker 800XP,N910JD,Pinnacle Air Charter,0,Scottsdale A...,,,A2,https://aviation-safety.net/database/record.php?id=20170102-2
3,07-JAN-2017,Canadair Challenger 604,D-AMSC,MHS Aviation,0,"near Muscat, Oman",,,A1,https://aviation-safety.net/database/record.php?id=20170107-0
4,11-JAN-2017,Cessna 560 Citation Encore,LN-IDB,Hesnes Air,0,near Oslo-Garderm...,,,A1,https://aviation-safety.net/database/record.php?id=20170111-0
5,13-JAN-2017,Beech B200 Super King Air,N795DE,Optimal Aviation Services,0,Five Point-A...,,,A2,https://aviation-safety.net/database/record.php?id=20170113-0
6,16-JAN-2017,Boeing 747-412F,TC-MCL,"ACT Airlines, opf Turkish Cargo",4+ 35,near Bishkek-Mana...,,,A1,https://aviation-safety.net/database/record.php?id=20170116-0
7,16-JAN-2017,Cessna 525C Citation CJ4,N525PZ,Zeliff Aviation,0,Howell-Livin...,,,A1,https://aviation-safety.net/database/record.php?id=20170116-1
8,19-JAN-2017,Beech 99A,N326CA,Alpine Aviation,0,Billings-Log...,,,A2,https://aviation-safety.net/database/record.php?id=20170119-0
9,23-JAN-2017,Beech 300 Super King Air,N385KA,KAAZ,2,Tucson Inter...,,,A1,https://aviation-safety.net/database/record.php?id=20170123-0
10,23-JAN-2017,Beech C99,N216CS,Alpine Aviation,0,Durango-La P...,,,A2,https://aviation-safety.net/database/record.php?id=20170123-1
11,26-JAN-2017,Grumman G-73 Mallard,VH-CQA,private,2,"Swan River, ...",,,A1,https://aviation-safety.net/database/record.php?id=20170126-0
12,27-JAN-2017,Beech 200T Super King Air,N60RA,Eastern Air Express,0,West Palm Be...,,,A1,https://aviation-safety.net/database/record.php?id=20170127-0
13,28-JAN-2017,Boeing 737-476 (SF),HK-5197,AerCaribe Cargo,0,Leticia-Alfr...,,,A2,https://aviation-safety.net/database/record.php?id=20170128-0
14,07-FEB-2017,Saab 340A,C6-HBW,Western Air,0,Freeport-Gra...,,,A2,https://aviation-safety.net/database/record.php?id=20170207-0
15,09-FEB-2017,BAe-125-800B,PT-OTC,Líder Táxi Aéreo,0,São Paulo-Gu...,,,A1,https://aviation-safety.net/database/record.php?id=20170209-0
16,09-FEB-2017,Cessna 208B Supervan 900,D-FSRT,Paranodon Fallschirmsport Illertissen,0,Illertissen ...,,,A2,https://aviation-safety.net/database/record.php?id=20170209-1
17,09-FEB-2017,CASA C-212 Aviocar 300,,Botswana AF,3,near Thebephatshw...,,,A1,https://aviation-safety.net/database/record.php?id=20170209-2
18,09-FEB-2017,Beech 1900D,C-FNWH,North-Wright Airways,0,Tulita Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20170209-3
19,14-FEB-2017,Beech B200 Super King Air,N313HS,Grant Aviation,0,Unalaska Air...,,,A1,https://aviation-safety.net/database/record.php?id=20170214-0
20,15-FEB-2017,Canadair CRJ-701ER,N709PS,"PSA Airlines, opf American Eagle",0,Charlotte-Do...,,,A2,https://aviation-safety.net/database/record.php?id=20170215-0
21,20-FEB-2017,Beech 200 Super King Air,,Unknown,0,near Lago de Mara...,,,O1,https://aviation-safety.net/database/record.php?id=20170220-0
22,21-FEB-2017,Beech B200 King Air,VH-ZCR,Corporate and Leisure Charters,5,near Melbourne-Es...,,,A1,https://aviation-safety.net/database/record.php?id=20170221-0
23,23-FEB-2017,DHC-8-402Q Dash 8,G-JECP,Flybe,0,Amsterdam-Sc...,,,A2,https://aviation-safety.net/database/record.php?id=20170223-0
24,23-FEB-2017,Let L-410UVP-E,OK-LAZ,"Citywing, opb Van Air Europe",0,Isle Of Man-...,,,I2,https://aviation-safety.net/database/record.php?id=20170223-1
25,25-FEB-2017,Raytheon 390 Premier IA,OM-TAA,Tatra Jet,0,Salzburg-W. ...,,,O2,https://aviation-safety.net/database/record.php?id=20170225-0
26,28-FEB-2017,Beech B200 Super King Air,YVO173,SATA,0,Caracas/La C...,,,A1,https://aviation-safety.net/database/record.php?id=20170228-0
27,28-FEB-2017,Boeing 767-33AER,N351AX,Omni Air International,0,Azraq-Muwaff...,,,A2,https://aviation-safety.net/database/record.php?id=20170228-1
28,03-MAR-2017,Airbus A320-214,G-EZTV,easyJet,0,Manchester A...,,,A2,https://aviation-safety.net/database/record.php?id=20170303-0
29,08-MAR-2017,MD-83,N786TW,Ameristar Jet Charter,0,Detroit-Will...,,,A1,https://aviation-safety.net/database/record.php?id=20170308-0
30,08-MAR-2017,Bombardier Global Express,C-FLGZ,Jetport,0,Hamilton Air...,,,A2,https://aviation-safety.net/database/record.php?id=20170308-1
